controlNumber,prefLabel,scopeNote
153055,Lönebildning,
153056,Lönedifferentiering,
153058,Löneförhandlingar,"- arbete och arbetsmarknad Ohac, - personaladministration Qbfe."
153059,Lönegaranti,
153060,Löneglidning,
153061,Lönekostnader,
153062,Lönepolitik,
139740,Löner,"- arbete och arbetsmarknad Ohac, - företagsekonomi Qbfe, - nationalekonomisk teori Qaaccd."
153066,Löneskillnader,"- arbete och arbetsmarknad Ohac, - företagsekonomi Qbfe."
153068,Löneskydd,
153069,Lönestatistik,
153070,Lönestopp,
153071,Löneutmätning,
153072,Löneuträkningssystem,
153073,Lönsamhet,
153075,Löntagarfonder,
153076,Löntagarägda företag,
153077,Löpande band,"- teknik Pbe, - företagsekonomi Qbiaa."
153079,Löpande litteraturbevakning,
167641,Löpare,Särsk Rbz.
153080,Löpning,
268039,Löpsedlar,
143896,Lös egendom,
153081,Lös egendom--juridik och lagstiftning,
153082,Lösdrift,
153084,Lösdrivare,"- etnografi M, - rättshistoria Oet. Historisk term. Underindelas inte med - historia."
324041,Lösdrivare--juridik och lagstiftning,
153086,Lösningar (kemi),
153087,Lösningsmedel,
153088,Lösningsmedel--säkerhetsaspekter,
153092,Löss,
153093,Löss--medicinska aspekter,"- medicinsk parasitologi Vac, - dermatologi Vem."
153095,Lössjord,"- - strukturell geologi Udac, - geomorfologi Udad"
153096,Lösöreköp,
153098,Lövgrodor,
166726,Lövhyddohögtiden,
153099,Lövskogar,
153100,Lövsly,
153102,Lövsågning,
153103,Lövträd,
161572,Lövtäkt,
153097,Löwchen,
173121,Ma'ya (austronesiskt språk),
153135,Maastrichtfördraget,
317323,Mac OS,
263555,Maca (folk),
263552,Maca (språk),
153139,Machiavellism,
166934,Machismo,
153140,Machnorörelsen,
346464,Macintosh (dator),
153141,Mackabéerna,"- historia K.223, - biblisk historia Ccec"
324970,Macondo (fiktiv plats),
153146,Madagaskar,Särsk orter Npeez.
139514,Madagaskar--Antananarivo,
169035,Madhyamika,
153150,Madrigaler,
153155,Madrigalkomedier,
153158,Madura (språk),
153159,Maffia,Tidigare Maffian. Ändrat 2003-01.
257276,Mag-tarmkanal,
257273,Mag-tarmsjukdomar,
153164,Magahi (språk),
369064,Magdalénien,
172656,Magdans,"- konstnärlig dans Iky, - dans Rcba"
342403,Magdans (musik),
153166,Mage,
153165,Magellanska molnen,
153169,Magi,Verk om underhållning där en illusionist utför trick som för publiken verkar omöjliga får ämnesordet Trollkonster.
262426,Magi i konsten,
327180,Magi i litteraturen,
138640,Magi--religiösa aspekter,
bq13wnf98q4vptkm,Magier,Medlem av den fornpersiska prästkasten.
279362,Magisk realism (konst),
166600,Magisk realism (litteratur),"- litteraturvetenskap G, - latinamerikansk litteratur Gkq.5."
273531,Magiska kvadrater,"- talteori Tck, - religion Cm.04."
238663,Magistrater,"- förvaltning Odce:k, - rättshistoria Oet. Historisk term. Underindelas ej med - historia."
153170,Magkatarr,
153171,Magkirurgi,
153172,Maglemosekulturen,
153173,Magma,
144360,Magmatiska bergarter,
153177,Magnesium,se även tillämpl uppslag under: Metaller
153178,Magnesium--förekomst,
153179,Magnesiumföreningar,
153180,Magnetband,
153181,Magnetband (datorer),
153182,Magnetband--medier,se resp avd med tillägg /DE
339215,Magneter,
153183,Magnetisk resonans,
153186,Magnetism,
153187,Magnetminnen,
153188,Magnetohydrodynamik,
153189,Magnetokemi,
153190,Magnetosfären,
153191,Magnetroner,
153192,Magnetskivor,
153194,Magnetterapi,
153195,Magnificat,
153198,Magnituder,
234459,Magnoliaväxter,
234460,Magnolior,
153201,Magsaften,
153202,Magsjukdomar,
153204,Magsäck,
168624,Magsäckscancer,MESH: Stomach Neoplasms
153203,Magsår,Sammanfattande benämning på sår på magsäcken och sår på tolvfingertarmen.
168004,Magyarer,"hit litteratur om den historiska folkgruppen magyarerna, som levde i området väster om Ural fram till 800-talet."
153205,Mah Jong,
153206,Mahabadrepubliken,
141790,Mahayana,
172712,Mahdism,
153207,Mahdistupproret 1881-1899,
153209,Maidu (språk),
161573,Mail art,
153211,Maine Coon,
153212,Maithili (språk),
153213,Majblommekommittéer,särsk Ohg-cz
153214,Majgreve,
153215,Majolika,"- keramik och porslin Pgb, - konsthantverk Ihfaa"
153217,Majoritetsstyre,se även resp lands statskunskap med tillägg .03
153218,Majoritetsval,"se även resp lands statskunskap med tillägg .07, t ex Sverige Occ.07"
310794,"Majrevolten, Frankrike, 1968",
153219,Majs,
153221,Majstänger,
299013,Makar,"- juridik Oeakaa, - sociologi Oac."
330850,Makedonier,Hit verk om makedonier utanför Makedonien. Används endast tillsammans med geografiskt ämnesord. För verk om makedonier i Makedonien används t.ex. Nationalkaraktär; Folkseder; Samhällsliv; Traditioner; Sociala förhållanden i kombination med Makedonien.
245666,Makedoniska frågan,
168422,Makedonsk litteratur,För litteraturen i sig se Hmj.
153227,Makedonsk litteratur--historia,
153229,Makedonska språket,
r4l3450hpb62nfwk,Makerrörelsen,
gt9t046cd1495qjg,Makerspaces,
320907,Makkabiader,Hit allmänna verk om makkabiader. Verk om en särskild makkabiad får uppslag på sitt namn.
305567,Makonde (folk),"- Moçambique Mped, - Tanzania Mpfc."
341198,Makossa,Fast dance and dominant popular music of Cameroon. Källa: World music : the rough guide
153230,Makramé,
271644,Makrill,
153231,Makrillfiskar,
153232,Makrobiotik,"- dietik Vmb, - matlagning Qcab"
153234,Makroekonomi,
153235,Makroglobulinemi,
153236,Makromolekyler,
349323,Makroner,
153237,Makroskopisk anatomi,
168913,Makrosociologi,
153239,Makroteori,
167204,Makt (samhällsvetenskap),
363083,Makt (samhällsvetenskap) i litteraturen,
297009,Makt i konsten,
263793,"Makt--teori, filosofi",
153240,Maktbalans,
389590,Maktbegär,Används endast för skönlitteratur. För facklitteratur används t.ex. Makt (samhällsvetenskap) eller andra specifika termer.
163730,Maktfördelning,
389591,Maktkamp,
344912,Maktlekar,
153243,Maktmissbruk,
153244,Makua (språk),
153245,Makuleringsstämplar,
273535,Makuna (folk),
153248,Malabsorption,
153251,Malacostraca,
153253,Malagassisk litteratur,För genren i sig används SAB-kod Hxrbe.
308283,Malagassisk litteratur--historia,
153254,Malagassiska språket,
166935,Malajer (folk),
372084,Malajisk akvarellmålning,
216254,Malajisk litteratur,För litteraturen i sig se Hxrbc.
153255,Malajisk litteratur--historia,
153258,Malajiska federationen,
260917,Malajiska handskrifter,
153257,Malajiska språket,
153261,Malakit,
153262,Malakiter,
153263,Malar (fiskar),
153264,Malaria,
345512,Malaria--prevention,
153265,Malawi,Särsk orter Npeccz.
152446,Malawi--Lilongwe,
153270,Malayalam (språk),
153273,Malaysia,För verk om landets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia. | Särsk orter Noccaz.
151436,Malaysia--Kuala Lumpur,
164513,Malaysia--Sabah,
370988,Malaysisk matlagning,
153279,Maldiverna,För verk om landets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia.
255929,Male (folk),
330467,Malexandermorden 1999,
153281,Malfjärilar,
153286,Mali,Särsk orter Npccez.
140316,Mali--Bamako,
159319,Mali--Timbuktu,
387068,Malikiter,
174299,Malinke (folk),
153338,Malinke (språk),
153288,Malinois,
153289,Malmer,
153291,Malmer--förekomst,
172048,Malmgårdar,
153292,Malmletning,
251535,Malmösammansvärjningen 1658-1659,
153295,Malsäkring,
153302,Malta,För verk om landets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia. | Särsk orter Nivz.
153303,Maltdrycker,
153304,"Maltdrycker--framställning, tillverkning etc.",
330882,Malteser,Hit verk om malteser utanför Malta. Används endast tillsammans med geografiskt ämnesord. För verk om malteser på Malta används t.ex. Nationalkaraktär; Folkseder; Samhällsliv; Traditioner; Sociala förhållanden i kombination med Malta.
153305,Malteser (hundras),
168438,Maltesisk litteratur,För litteraturen i sig se Hsgm.
153306,Maltesisk litteratur--historia,
370989,Maltesisk matlagning,
153308,Maltesiska,
153309,Malthusianism,
153310,Malto (språk),
366218,Maluf,"Algeriet, Andalusien"
168578,Malvaväxter,
166936,Mam (folk),
266198,Mambai (timorianskt folk),
153311,Mambo,
153312,Mambo (dans),
153315,Mambor,
153316,Mamlukerna,
173114,Mammaledighet,"- arbete och arbetsmarknad Ohad, - försäkring Okcb. Tidigare Mammaledighet se Föräldraledighet. Ändrat 2002-09."
370376,Mammenstil,
153319,Mammografi,
153320,Mammutar,
153322,Management,
398976,Managers (musik),
153326,Manchester terrier,
153327,Manchu (språk),
159957,Manchu-tungusspråk,
264846,Manchuisk litteratur,För litteraturen i sig se Huva.
264845,Manchuisk litteratur--historia,
275511,Manchuiska handskrifter,
410467,Manda (språk),
396978,Mandala (Buddhism),
153333,Mandalay,
281072,Mandeiska handskrifter,
153336,Mandeiska språket,
153337,Mandeism,
271285,Mandel,
153335,Mandespråk,
266786,Mandibulofacial dysostos,
341299,Manding (musik),Norra Västafrika
341300,Mandinka (musik),Norra Västafrika
341302,Mandocello,
341309,Mandola,
153339,Mandolin,
153343,Mandolinkonserter,
332147,Mandylion,"Se även SAB-kod för resp lands målarkonst, t ex Ryssland Ie-ma."
153346,Maneter,
216140,Manga,- litteraturvetenskap G.05; - konst Ig-oec.5.
153347,Mangan,"- grundämne Uceaz, - förekomst Udxdz. Se även tillämpl uppslag under: Metaller"
153348,Manganföreningar,
153349,Mangankonkretioner,
167642,Mangrove,
327077,Manguster,
153350,Mani,
153351,Manierism,Se även resp lands konsthistoria med tillägg .42.
319426,Manierism (litteratur),
153352,Manierismen (musik),
153353,Manikeism,
153354,Manikyr,
153355,Manilla,
341332,Maninka (musik),Norra Västafrika
320665,Manipulation (psykologi),
153356,Manipuri (språk),
161574,Manlig prostitution,
224956,Manlig religiositet,"Hit verk om mäns fromhetsliv och religiösa, andliga liv."
153363,Manlig sexualitet,
172818,Manlig vänskap,
237346,Manlig vänskap i litteraturen,
150413,Manliga botare,
238164,Manliga chefer,Särsk Lz.
243730,Manliga dansare,Särsk Ikz.
342178,Manliga feminister,
317090,Manliga forskare,"- allmän vetenskaplig verksamhet Bfa, - högskolepersonal och studerande Epi. Särsk Lz."
351197,Manliga författare,
290631,Manliga könsorgan,
227714,Manliga läkare,Särsk Lz.
153358,Manliga lärare,särsk Lz
327181,Manliga rockmusiker,Särsk Ijz.
293265,Manliga sjuksköterskor,Särsk Lz.
153359,Manliga vårdbiträden,särsk Lz
153360,Manlighet,
315420,Manlighet i Bibeln,
252107,Manlighet i filmen,
346970,Manlighet i konsten,
228703,Manlighet i litteraturen,
p7nssv43mkt6bvmr,Manlighet i massmedia,
zd2pmhhlwjs39gdk,Manlighet på tv,
7lzzq7ss56nw7994,Manluckor,
153364,Mannheimskolan,"Mannheimskolan, grupp tonsättare verksamma vid hovet i Mannheim ca 1740-78. Mannheimskolan bildade övergången till wienklassicismen. Källa: NE"
263610,Mano (folk),
153365,Manobo (språkgrupp),
162623,Manser,
161575,Mansforskning,
153368,Mansfrågor,
153369,Mansiska språket,
153370,Mansjourer,
153372,Manskläder,"- allm Ihk, - sömnad Qcccab."
273536,Manskroppen i konsten,
153374,Manskvartett,
153377,Manskör,Hit verk om besättningen manskör. Används även för musikalier och musikinspelningar.
153382,Manskörer,Hit verk om de uppförande institutionerna.
153384,Mansrollen,
289728,Mansrörelsen,
168478,Mansspråk,"- språkpsykologi F:do, - språksociologi F:oa."
153386,Mantal,
153387,Mantalslängder,
153388,Mantalsskrivning,"- finansförvaltning Qafb, - folkbokföring Ojf"
153390,Manteldjur,
153391,Manteln (geologi),
153392,Mantran,
342466,Manuell medicin,
243939,Manuella rullstolar,
153394,Manuellt arbete,
170360,Manufakturer,benämning på den äldre industriella företagsform som i för rörelsen avsedda lokaler under ledning av fackmän som icke var underkastade skråtvång bedrevs med tillhjälp av handverktyg eller jämförelsevis enkla maskiner och som sålunda utgjorde ett mellanstadium mellan hantverk och utvecklad fabriksdrift (SAOB)
252082,Manusförfattande för film,"- film Ima, - redigeringsteknik Aef."
254286,Manusförfattande för tv,
td785gllr6rcntm9,Manusförfattare för film,
8tnpq2jh63lgj306,Manusförfattare för tv,
153396,Manuskriptteknik,"- redigeringsteknik Aef, - litteraturestetik G:df, - stilistik F.06."
153397,Manx (kattras),
153398,Manx (språk),
222801,Manöverkrigföring,
153399,Manöverorgan,"- navigation och manövrering. Sjömanskap Prcda, - flyglära och navigation Prdda."
153402,Maoism,"- marxism och dialektisk materialism Dbceaa, - kinesisk filosofi Dbda, - revolutionär socialism och kommunism Ocgde."
153403,Maori (folk),
cx9lh4z094vwwhzz,Maori (folk) i litteraturen,
153404,Maori (språk),
318808,Maorisk konst,
319427,Maorisk litteratur,
263438,Mapuche (folk),
153405,Mapuche (språk),
316147,Maquiladoras,
153407,Maqêam,
341719,Maqām,
341722,Marabi,Sydafrika
341727,Maracas,
266170,Marakwet (folk),
153409,Maran,
330754,Maratha (folk),
153410,Marathi (språk),
153413,Maratonlöpning,
153415,Marburgskolan,särsk filosofer Dbz
153416,MARC,
153417,Mardrömmar,
153419,Maremmano-abruzzese,
153420,Marfans syndrom,
153421,Margarin,
310796,Marginalanteckningar,
153423,Mari (språk),
371069,Maria-antifoner,
153424,Mariabilder,"Bildframställning av jungfru Maria, vanligen med Jesusbarnet eller i bibliska scener."
153425,Mariachi,Mexiko
167601,Mariakult,
366200,Mariamusik,
153428,Marianergraven,
153429,Marianerna,
349338,Marias upptagning till himmelen,
349388,Marias upptagning till himmelen i konsten,
153430,Mariauppenbarelser,
351586,Marie kröning,
153431,Marieberg,
153432,Marieberg (porslin),
168915,Marier,
153434,Marijuana,Tidigare utan SAB-kod. Ändrat 2005-12-22.
153435,Marijuanamissbruk,"- sociala frågor och socialpolitik Ohib, - medicin Vlnb."
153437,Marimba,
153441,Marimbakonserter,
148516,Marin teknik,
147697,Marina djur,
147720,Marina däggdjur,"- zoologi Ugf.082, - fångst Qgbo."
153444,Marina gränsen,
147700,Marina växter,
307470,Marinarkeologer,Särsk Lz.
153446,Marinarkeologi,
408939,Marinbiologer,
153447,Marinbiologi,
164606,Marinekologi,"- biologi Ue.055, - botanik Uf.055, - zoologi Ug.055."
153449,Marinflyg,
153450,Maringeologi,
153451,Marinism,
389592,Marinkårssoldater,
331354,Marinmeteorologi,
153452,Marinmåleri,
153453,Marintrumpet,Stråkinstrument
153456,Mariologi,
153457,Marionetteater,
153458,Marionettoperor,
256063,Marisk litteratur,För litteraturen i sig se Huf.
256060,Marisk litteratur--historia,
w8b1r1tztbcpjxzm,Maritim antropologi,
153461,Markanalys,
153462,Markanvändning,"- lantbruk Qd, - samhällsplanering Odg."
153463,Markarbeten,
153465,Markattor,
215532,Markbiologi,
171991,Markegång,
214792,Markekologi,
153466,Markfysik,
153467,Markföroreningar,
153470,Markhushållning,
153471,Markhållfasthet,
153473,Markkartering,
153474,Markkemi,
153475,Marklandet,
156459,Marklära,"- jordbruk Qdca, - trädgårdsskötsel Qeca."
154041,Markmikrobiologi,"- jordbruk Qdca, - biologi Uec."
153478,Marknader,"- handel Qis, - etnografi Mx."
153479,Marknadsanalys,
153480,Marknadsekonomi,"- marknadsekonomi Qaabm, - privat äganderätt Qada."
153483,Marknadsföring,
245667,Marknadsföring via e-post,
138020,Marknadsföring via internet,
lxcfnzr3j8lvkwg2,Marknadsföring via sociala medier,
153484,Marknadsföringslagstiftning,
153485,Marknadsguider,
335763,Marknadskommunikation,
153486,Marknadsrätt,
292850,Marknadssegmentering,
154887,Marknadsunderhållning,
153482,Marknadsundersökning,Tidigare Marknadsforskning. Ändrat 2002-10.
153487,Markomannerkrigen,
153488,Markoperationer,
153489,Markorganisation,
153491,Markovkedjor,
153492,Markovprocesser,
153493,Markpolitik,
153494,Markrätt,
167690,Marksanering,
153495,Marktjänst,
153497,Marmarasjön,
359071,Marmelader,
153498,Marmor,
327183,Marmorbyggnader,
167577,Marmorerade papper,
153504,Marmorering,
223025,Marmorskulpturer,
153506,Marne,
235747,Marockaner,Hit verk om marockaner utanför Marocko. Används endast tillsammans med geografiskt ämnesord. För verk om marockaner i Marocko används t.ex. Nationalkaraktär; Folkseder; Samhällsliv; Traditioner; Sociala förhållanden i kombination med det geografiska ämnesordet Marocko.
235749,Marockaner i utlandet,Används för verk om marockaner i fler än tre länder som inte kan sammanföras i ett vidare geografiskt begrepp. För verk om marockaner i ett särskilt land eller större område används ämnesordet Marockaner och lämpligt geografisk ämnesord.
